appid,windows_req,mac_req,linux_req,required_age,awards
282860,Minimum: OS *: Windows XP 32-bit Processor: Dual Core Memory: 2 GB RAM Graphics: NVIDIA GeForce 8600GT / AMD Radeon HD3850 * DirectX: Version 9.0c Network: Broadband Internet connection Storage: 1 GB available space Additional Notes: *Integrated graphic adapters such as Intel HD Graphics are not officially supported!,,,0,
282880,Minimum: OS: Windows 10 Processor: 800 Mhz Memory: 1 GB RAM Graphics: 256MB Storage: 150 MB available space Additional Notes: Windows 8 works but is not yet fully supported.,Minimum: OS: macOS Processor: 800 Mhz Memory: 1 GB RAM Graphics: 256MB Storage: 150 MB available space,Minimum: OS: Linux Processor: 800 Mhz Memory: 1 GB RAM Graphics: 256MB Storage: 150 MB available space,0,
282900,Minimum: OS *: Windows 7 (64bit) Processor: Core2Duo 2.66 GHz Memory: 4 GB RAM Graphics: DirectX 10.x or OpenGL 3.3 with video card with 1GB ram and support for v4 shaders DirectX: Version 10 Storage: 7 GB available space Sound Card: DirectX 9.0c compatible sound card Additional Notes: May not work properly with Windows 7 and 8 (32bit) version. On-board graphics card are not recommend. Highly recommend to have an independent graphics card.,,,0,
282960,Minimum: OS *: Windows 7 Memory: 4 GB RAM Graphics: NVidia GTX 550Ti DirectX: Version 10 Storage: 4 GB available space,,,0,
283000,Minimum: OS *: Windows XP Processor: 1.2 Memory: 1024 MB RAM Graphics: 256 MB DirectX: Version 9.0c Storage: 500 MB available space,,,0,
283020,Minimum: OS *: Windows XP Processor: 1.2 Memory: 1024 MB RAM Graphics: 256 MB DirectX: Version 9.0c Storage: 500 MB available space,,,0,
283040,Minimum: OS *: Windows XP Processor: Single Core 1.6 Ghz Memory: 1024 MB RAM Graphics: 512 Mb non integrated DirectX: Version 9.0c Network: Broadband Internet connection Storage: 500 MB available space Sound Card: Direct X Compatible,Minimum: OS: OSX Processor: Intel Graphics: 512 Mb Network: Broadband Internet connection Storage: 500 MB available space,Minimum: OS: Linux Kernal 3.2 32 & 64 bits Processor: Single Core 1.6 Ghz Memory: 1024 MB RAM Graphics: 512 Mb non integrated Network: Broadband Internet connection Storage: 500 MB available space Additional Notes: Tested on Ubuntu with nvidia drivers.,0,
283060,Minimum: OS *: Windows XP SP3 and newer Processor: Pentium 4 1.3 GHz or greater Memory: 512 MB RAM Graphics: NVidia GeForce 3 / ATI Radeon 8500 or greater Network: Broadband Internet connection Storage: 4 GB available space,,,0,
283160,"Minimum: OS *: Windows 7 Processor: 2.4GHz Quad Core Processor Memory: 4 GB RAM Graphics: DirectX 9.0c compatible, 2048 MB of VRAM DirectX: Version 9.0c Storage: 2 GB available space VR Support: SteamVR. Gamepad required Additional Notes: Installation of SteamVR is required for VR support.",,,0,Award
283080,"Minimum: OS *: Windows XP, Vista, 7, 8 or later Processor: 2.5 GHz Memory: 1 GB RAM Graphics: Direct X9.0c Compatible Card Storage: 100 MB available space","Minimum: OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later. Processor: Intel Mac 2.5 GHz Memory: 1 GB RAM Storage: 100 MB available space","Minimum: Processor: Intel (2.5 Ghz, single core) or better Memory: 2 GB RAM Storage: 100 MB available space Additional Notes: Super Chibi Knight does require Adobe AIR, but this is included with the game installer.",0,Award
283180,Minimum: OS: XP Memory: 500 MB RAM DirectX: Version 9.0 Storage: 300 MB available space,,Minimum: OS: Debian 7 Memory: 500 MB RAM Storage: 300 MB available space,0,
283230,Minimum: OS *: Windows XP and up Processor: A basic dual core Memory: 1024 MB RAM Graphics: Integrated Storage: 27 MB available space Additional Notes: Works with Xbox controllers,Minimum: OS: Mavericks Processor: Dual core Memory: 1024 MB RAM Graphics: Integrated Additional Notes: Works fine on anything running Mavericks,,0,Award
283270,Minimum: OS *: Windows XP /Vista/7 Processor: 1 GHz Memory: 16 MB RAM Graphics: 3D graphics card compatible DirectX: Version 7.0 Storage: 1200 MB available space,Minimum: OS: Mac OS X 10.5 or later Graphics: Intel HD Graphics 3000 or later Storage: 1200 MB available space,Minimum: OS: Ubuntu 10.10 or later Graphics: 3D Graphics card with OpenGL support Storage: 1200 MB available space,0,
283290,Minimum: OS *: Windows 98/2000/XP/7/8 Processor: Pentium III 733 MHz Processor Memory: 128 MB RAM,,,0,
283310,Minimum: OS *: Windows XP/Vista/7 Processor: 1.8 GHz Processor Memory: 512 MB RAM Graphics: 3D graphics card compatible with DirectX 7 Additional Notes: Not Windows 8 Compatible - ATI/AMD compatibility notice: Soulbringer requires graphic card drivers version 12.10 or older.,,,0,
283330,Minimum: OS *: Windows 98/ME/2000/XP Processor: Pentium III/750 MHz Memory: 128 MB RAM Graphics: 32 MB DirectX 8 compatible video accelerator,,,0,
283350,Minimum: OS *: Windows XP/Vista/7 Processor: P 226 or Better Memory: 64 MB RAM Graphics: 8 MB Graphics Card or Better,,,0,
283640,Minimum: OS *: Windows Vista Processor: Intel Core 2 Duo 2.8 GHz or equivalent Memory: 1 GB RAM Graphics: DirectX 10 compatible video card with shader model 3.0 support DirectX: Version 10 Storage: 2 GB available space Sound Card: 100% DirectX 9.0c compatible sound card and drivers Additional Notes: Xbox360 Gamepad recommended,Minimum: OS: Lion 10.7.5 Processor: Intel Core 2 Duo 2.8 GHz or equivalent Memory: 1 GB RAM Graphics: OpenGL 3.0+ support (2.1 with ARB extensions acceptable) Storage: 2 GB available space Additional Notes: SDL_GameController devices fully supported,"Minimum: OS: glibc 2.15+, 32/64-bit. S3TC support is NOT required. Processor: Intel Core 2 Duo 2.8 GHz or equivalent Memory: 1 GB RAM Graphics: OpenGL 3.0+ support (2.1 with ARB extensions acceptable) Storage: 2 GB available space Additional Notes: SDL_GameController devices fully supported",16,
284410,Minimum: OS *: Windows XP SP2 Processor: Dual Core 2.0GHz or equivalent processor Memory: 4 GB RAM Graphics: 512 MB DirectX: Version 9.0 Storage: 3 GB available space,Minimum: OS: Mac OS X 10.8+ Processor: Dual Core 2.0GHz or equivalent processor Memory: 4 GB RAM Graphics: 512 MB Storage: 3 GB available space,Minimum: OS: Ubuntu 12.04+ Processor: Dual Core 2.0GHz or equivalent processor Memory: 4 GB RAM Graphics: 512 MB Storage: 3 GB available space,0,
284460,"Minimum: OS *: Windows XP, Vista or Windows 7, Windows 8 with last Service Pack, OS X 10.6 Processor: Desktop Intel Core 2 Duo at 2 GHz, or AMD Athlon 64 X2 2 GHz Memory: 3 GB RAM Graphics: NVIDIA GeForce 8800GT with 512 Mo RAM, ATI Radeon HD 3850 with 512 Mo RAM DirectX: Version 9.0c Network: Broadband Internet connection Storage: 4 GB available space Sound Card: DirectX sound card",Minimum: OS: OS X 10.9 Processor: Intel i5 2.3 ghz Memory: 3 GB RAM Graphics: Intel HD4000 Network: Broadband Internet connection Storage: 4 GB available space Sound Card: Integrated chipset,"Minimum: OS: SteamOS, Ubuntu 14.04 or later Processor: Desktop Intel Core 2 Duo at 2 GHz, or AMD Athlon 64 X2 2 GHz Memory: 3 GB RAM Graphics: Desktop Intel Core 2 Duo at 2 GHz, ou AMD Athlon 64 X2 2 GHz Network: Broadband Internet connection Storage: 4 GB available space Sound Card: Integrated chipset",0,Award
284580,"Minimum: OS *: Microsoft Windows XP SP3 + .NET Framework 3.5, Vista, 7, 8 Processor: AMD Athlon 64 2800+,  Intel Pentium 4 2.4 GHz, Intel Core 2 1.8 GHz or equivalent. Memory: 2 GB RAM Graphics: OpenGL 3.2 (DirectX 10 equivalent) graphics card: ATI/AMD Radeon HD 2xxx or higher,  NVIDIA GeForce 8xxx or higher. Storage: 400 MB available space Sound Card: OpenAL compatible sound card. Additional Notes: On-board graphic cards may not work properly. It is not recommended to run a game with that kind of device.",,,0,
284710,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284730,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284750,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284830,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284770,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284850,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284870,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284890,"Minimum: OS *: Windows XP, Windows Vista, Windows 7, Windows 8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM DirectX: Version 9.0 Storage: 1 GB available space",Minimum: OS: 10.6.8 Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 (32/64bit) Processor: 1.5 GHz Memory: 512 MB RAM Graphics: 128 MB VRAM Storage: 1 GB available space,0,
284910,Minimum: OS *: Windows Vista SP2 or Windows 7. Windows XP is not supported Processor: Intel Core2 Duo E8200 2.66 GHz or AMD Phenom X3 8750 2.4 GHz Memory: 2 GB RAM Graphics: Nvidia GeForce 8800GT 512 MB or ATI Radeon HD 3870 512 MB DirectX: Version 9.0c Network: Broadband Internet connection Storage: 2 GB available space Sound Card: DirectX 11.0c compatible,,,0,
284930,Minimum: OS *: Windows 7 Processor: Intel CORE i3 2.6 GHz Memory: 4 GB RAM Graphics: ATI Radeon 5570 1GB/Nvidia GT 450 DirectX: Version 9.0c Storage: 2 GB available space,,,0,
284950,"Minimum: OS *: Windows 10, 8.1, 8, 7, Vista, XP Processor: Core 2 Duo Memory: 1 GB RAM Graphics: DirectX 9.0 Compatible Storage: 85 MB available space Sound Card: Generic Sound Device",,,0,
284970,Minimum: OS *: Windows Vista/7/8 Processor: Dual Core 1.5Ghz + Memory: 1 GB RAM DirectX: Version 10 Storage: 800 MB available space,,,0,
284990,Minimum: OS *: Windows XP and above Processor: 3.0 GHz dual core or better Memory: 2 GB RAM Graphics: DirectX 9 compatible with 512 MB video RAM or better (NVIDIA GeForce GTX 460 / Radeon HD 5850) DirectX: Version 9.0 Storage: 3 GB available space Sound Card: Windows compatible sound card,,,0,
285010,"Minimum: OS *: Windows 10, 8.1, 8, 7, Vista, XP Processor: Core 2 Duo Memory: 1 GB RAM Graphics: DirectX 9.0 Compatible Storage: 150 MB available space Sound Card: Generic Sound Device",,,0,
285090,Minimum: OS *: Windows XP/Vista/7 Processor: Pentium IV 2.6Ghz Memory: 2 GB RAM Graphics: 256 MB Video Card DirectX: Version 9.0,,,0,
285110,Minimum: OS: XP Processor: 1.2 GHz Memory: 1 GB RAM Graphics: 128 MB DirectX: Version 9.0 Storage: 6 GB available space Additional Notes: 32-Bit Version,Minimum: OS: OSX 10.7 Processor: 1.2 GHz Memory: 1 GB RAM Graphics: 128 MB Storage: 6 GB available space Additional Notes: 32-Bit Version. The 32-Bit Version is avaliable for 64-bit OSX in the Steam Beta's Tabs.,Minimum: OS: 32-Bit with glibc 2.17 or higher Processor: 1.2 GHz Memory: 1 GB RAM Graphics: 128MB with OpenGL 1.2 Support Storage: 6 GB available space Additional Notes: 32-Bit Version,0,
285070,Minimum: OS *: Windows 7 Processor: Intel Core i3 or faster Memory: 2 GB RAM Graphics: NVIDIA Geforce GT 640 or equivalent DirectX: Version 10 Storage: 3 GB available space Sound Card: DX9.0c compatible,Minimum: OS: OSX 10.9 (Mavericks) or newer Processor: Core 2 Duo or Better (2ghz or faster) Memory: 2 GB RAM Graphics: NVidia/ATI Dedicated Graphics card or Intel HD Graphics 4000 Storage: 3 GB available space,,0,
285130,Minimum: OS *: Windows XP Processor: Pentium 4 or Athlon 64 Memory: 1 GB RAM Graphics: GL 2.1 Storage: 400 MB available space Sound Card: Integrated,,,0,
285160,"Minimum: OS *: Windows®XP SP3, Windows Vista/7/8 with latest service packs and updates installed Processor: AMD Athlon 64 X2 EE 3800+ (2*2000 Mhz) or similar Intel CPU, such as Intel Pentium Dual Core E2180 (2*2000 Mhz) Memory: 2 GB RAM Graphics: NVIDIA GeForce 7600 GS or ATI Radeon X1950 Pro or better DirectX: Version 10 Network: Broadband Internet connection Storage: 10 GB available space Additional Notes: Windows XP and DirectX® 9.0b and below not supported","Minimum: OS: 10.9.5 Processor: 1.8 GHz Memory: 4 GB RAM Graphics: 256MB VRAM* Storage: 10 GB available space Additional Notes: The following graphics cards are not supported: ATI X1xxx series, ATI HD2xxx series, Intel GMA series, Intel HD3000, NVIDIA 7xxx series, NVIDIA 8xxx series, NVIDIA 9400 and NVIDIA 320M.  This game is not currently supported on volumes formatted as Mac OS Extended (Case Sensitive).",,0,
285190,"Minimum: Requires a 64-bit processor and operating system OS *: 64-bit Windows 7 with latest updates Processor: 3GHz i3 quad logical core or equivalent Memory: 4 GB of RAM, 1 GB of VRAM MB RAM Graphics: NVIDIA GeForce 460 or AMD Radeon 6950 or equivalent DirectX 11-card DirectX: Version 11 Network: Broadband Internet connection Storage: 50 GB available space Additional Notes: Quad physical core i5 or equivalent recommended for 3vs3 multiplayer.              Game requires Internet connection for play and progression.","Minimum: OS: macOS 10.12.4 Processor: 2.0Ghz Intel Core i5 Memory: 8 GB RAM Graphics: 1GB Nvidia 650, 2GB AMD Radeon M290, Intel Iris Pro or better (see notes for more details) Storage: 30 GB available space Additional Notes: The game is supported on the following Macs. To check your Mac model and when it was released, select About This Mac from the Apple Menu on your desktop: *    Most 21’5” iMacs released since Late 2013 (see 1) *    All 27” iMacs released since Late 2013 (see 2) *    All 13” Retina MacBook Pros released since 2016 *    All 15” Retina MacBook Pros released since Mid 2012 *    All Mac Pros released since Late 2013 (1) Check your CPU meets the minimum requirement (2) Late 2012 models with Nvidia 675 or Nvidia 680 graphics are also supported. ——— The following Macs are capable of running the game but do not consistently meet the standards required for official support. *    All 21’5” iMacs released since Early 2013 *    All 13” Retina MacBook Pros released since Mid 2012. ——— Multiplayer is compatible between Mac and Linux versions only","Minimum: OS: Ubuntu 16.04 64-bit, SteamOS 2.0 Processor: 3.40 GHz Intel Core i3-4130 Memory: 8 GB RAM Graphics: 1GB Nvidia 650Ti 1GB (Driver version 375.66 tested) Storage: 30 GB available space Additional Notes: Quad physical core i5 or equivalent recommended for 3vs3 multiplayer. Game requires Internet connection for play and progression.",0,Award
285310,Minimum: OS *: Windows XP or Windows Vista Processor: 1.8 GHz Processor Memory: 512 MB RAM Graphics: 3D graphics card compatible with DirectX 7 DirectX: Version 7.0 Storage: 2 GB available space,,,0,
285330,Minimum: OS *: Windows XP or Windows Vista Processor: 1.8 GHz Processor Memory: 512 MB RAM Graphics: 3D graphics card compatible with DirectX 7 DirectX: Version 7.0 Storage: 2 GB available space,,,0,
285350,Minimum: OS: 98/ME/2000/XP/7/8 Processor: 1 GHz Memory: 512 MB RAM Graphics: video card with 64 MB of memory Storage: 150 MB available space,,,0,
285380,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7/8/10 (64 bit only) Processor: min 3.3 Ghz Memory: 4 GB RAM Graphics: 1 GB VRAM DirectX: Version 11 Storage: 5 GB available space,Minimum: OS: Mac OSX 10.8 or higher (64 bit only) Processor: min 3.3 Ghz Memory: 4 GB RAM Graphics: 1 GB VRAM Storage: 5 GB available space,Minimum:,0,
285420,Minimum: OS *: Microsoft® Windows® XP / Vista / 7 (32-bit/64-bit) Processor: PC with 800MHz Intel® Pentium® III equivalent or higher processor Memory: 256 MB RAM Graphics: 1024x768 or better video resolution in High Color mode Storage: 160 MB available space Sound Card: DirectSound-compatible sound card,,,0,
285440,Minimum: OS *: Windows XP/vista/7/8 Processor: Pentium 4 2.80GHz or better Memory: 512 MB RAM Graphics: Direct3D support DirectX: Version 9.0 Storage: 800 MB available space Sound Card: DirectSound-compatible sound card,,,0,
285480,Minimum: OS *: Windows 98/XP Processor: Pentium III 500 MHz Memory: 512 MB RAM Graphics: DirectX compatible 128 MB DirectX: Version 9.0 Storage: 600 MB available space,,,0,
285500,"Minimum: OS: XP, 7, 8, 10 Processor: Pentium 4/Athlon XP 2 GHz Memory: 512 MB RAM Graphics: DirectX compatible 128 MB Storage: 2500 MB available space",,,0,Award
285520,Minimum: OS: Vista/XP/2000/7/8 Processor: Pentium 4/Athlon XP 2.5 MHz Memory: 512 MB RAM Graphics: DirectX compatible 128 MB Storage: 2 GB available space,,,0,
285580,"Minimum: OS: Vista, 7, 8 Processor: P4 3 Ghz or Athlon 3400 Memory: 2 GB RAM Graphics: 256 MB Video Memory with Shader Model 3.0 support; ATI Radeon X1600XT / NVIDEA GeForce 7800GS DirectX: Version 9.0c Network: Broadband Internet connection",,,0,
285670,Minimum: Requires a 64-bit processor and operating system OS *: Windows XP SP2 Processor: Dual Core Memory: 2 GB RAM Graphics: DirectX compliant with 2GB memory DirectX: Version 9.0c Storage: 1 GB available space Sound Card: DirectX compliant,Minimum:,Minimum:,0,
285740,Minimum: OS *: Win XP / Win 7 / Win 8 / Win 10 Processor: 2.0 GHz Dual Core Processor Memory: 2 GB RAM Graphics: Integrated Graphics (512MB VRAM and above) DirectX: Version 9.0c Storage: 700 MB available space Sound Card: DirectX 9.0c compatible.,Minimum: OS: OS X 10.7 or later Processor: 2.0 GHz Dual Core Processor Memory: 2 GB RAM Graphics: Integrated Graphics (512MB VRAM and above) Storage: 700 MB available space,,0,
285800,"Minimum: OS *: Windows XP Service Pack 3 or later Processor: 1.7 GHz Dual Core Memory: 2 GB RAM Graphics: NVIDIA GeForce GTX 260, ATI Radeon 4870 HD, Intel HD 3000, or equivalent card with at least 512 MB VRAM DirectX: Version 9.0 Storage: 500 MB available space Sound Card: DirectX Compatible Sound Card","Minimum: OS: Mountain Lion 10.8 or later Processor: Intel Core Duo Memory: 2 GB RAM Graphics: ATI Radeon HD 4850, NVIDIA GeForce GT 120, Intel HD 3000, or equivalent card with at least 512 MB VRAM Storage: 500 MB available space","Minimum: OS: Ubuntu 12.04 LTS Processor: 1.7 GHz Dual Core Memory: 2 GB RAM Graphics: NVIDIA GeForce GTX 260, ATI Radeon 4870 HD, Intel HD 4000, or equivalent card with at least 512 MB VRAM Storage: 500 MB available space",0,Award
285820,"Minimum: OS *: Windows Vista, 7, 8 Processor: Intel Core i5 Memory: 3 GB RAM Graphics: Nvidia Geforce GT 430/equivalent or higher Storage: 3 GB available space",Minimum: OS: OS X 10.6 or higher Processor: Intel Core i5 Memory: 3 GB RAM Graphics: Nvidia Geforce GT 430/equivalent or higher Storage: 3 GB available space,Minimum: OS: Ubuntu 12.04 32-bit Processor: Intel Core i5 Memory: 3 GB RAM Graphics: Nvidia Geforce GT 430/equivalent or higher Storage: 3 GB available space,0,
285840,Minimum: OS *: Windows XP Processor: Core 2 Duo 2.66Ghz Memory: 2 GB RAM Graphics: 256 MB Graphics Memory and Directx 9.0c Compatible gpu Storage: 200 MB available space Sound Card: Onboard sound card,Minimum: OS: OSX 10.8+ Processor: 2.5GHz dual-core Memory: 2 GB RAM Graphics: 256 MB Graphics Memory Storage: 200 MB available space Sound Card: Onboard sound card,,0,Award
285900,"Minimum: OS *: Windows 7 Processor: 2nd generation Core i3, AMD A6, or higher Memory: 4 GB RAM Graphics: Nvidia 8800 GT, AMD 5670, Intel HD 3000 Network: Broadband Internet connection Storage: 2 GB available space Additional Notes: DirectX 10 or higher","Minimum: OS: Snow Leopard Processor: 2nd generation Core i3, AMD A6, or higher Memory: 4 GB RAM Graphics: Nvidia 8800 GT, AMD 5670, Intel HD 3000 Network: Broadband Internet connection Storage: 2 GB available space","Minimum: OS: Linux (Most Linux distributions should work) Processor: 2nd generation Core i3, AMD A6, or higher Memory: 4 GB RAM Graphics: Nvidia 8800 GT, AMD 5670, Intel HD 3000 Network: Broadband Internet connection Storage: 2 GB available space",0,Award
285920,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 64-bit Processor: Intel Core2 Duo T7600 @ 2.33GHz or AMD Athlon 64 FX-60 Dual Core Memory: 4 GB RAM Graphics: nVidia GeForce 520M or Intel HD 4000 DirectX: Version 11 Storage: 1 GB available space Additional Notes: Three-button mouse strongly recommended. Spec may be subject to revisions.,Minimum: OS: Snow Leopard 64-bit Processor: Intel Core2 Duo T7600 @ 2.33GHz or AMD Athlon 64 FX-60 Dual Core Memory: 4 GB RAM Graphics: nVidia GeForce 520M or Intel HD 4000 Storage: 1 GB available space Additional Notes: Three-button mouse strongly recommended. Spec may be subject to revisions.,Minimum: OS: Ubuntu 64-bit 12.04 or higher Processor: 2.33Ghz Dual Core Memory: 4 GB RAM Graphics: OpenGL 3 Compatible GPU with 1GB Video RAM Storage: 1 GB available space Additional Notes: Three-button mouse strongly recommended. Spec may be subject to revisions.,0,Award
285960,Minimum: OS *: Windows Vista / 7 Processor: 1.0 GHz Processor Memory: 4 GB RAM Graphics: DirectX compatible graphics Storage: 512 MB available space Sound Card: DirectX compatible card or onboard sound,Minimum: OS: OS X Leopard 10.5 Processor: 1.0 GHz Processor Memory: 2 GB RAM Graphics: 3D graphics card or onboard graphics compatible with OpenGL Storage: 512 MB available space Sound Card: CoreAudio compatible card or onboard sound,Minimum: Processor: 1.0 GHz Processor Memory: 512 MB RAM Graphics: OpenGL accelerated card or onboard graphics Storage: 512 MB available space Sound Card: Any ALSA supported card on onboard audio,0,
285980,Minimum: OS *: Windows Vista Processor: Intel i3 Core 2Ghz Memory: 2 GB RAM Graphics: NVIDIA or ATI 1GB shader model 2.0 DirectX: Version 9.0c Storage: 200 MB available space,,,0,Award
286160,Minimum: OS *: Windows 7 SP1+ Processor: SSE2 instruction set support. Memory: 4 GB RAM Graphics: Graphics card with DX10 (shader model 4.0) capabilities. DirectX: Version 10 Network: Broadband Internet connection Storage: 3 GB available space VR Support: SteamVR,Minimum: OS: macOS 10.12+ Processor: SSE2 instruction set support. Memory: 4 GB RAM Graphics: Graphics card with shader model 4.0 capabilities. Network: Broadband Internet connection Storage: 3 GB available space,Minimum: OS: Ubuntu 16.04+ Processor: SSE2 instruction set support. Memory: 4 GB RAM Graphics: Graphics card with shader model 4.0 capabilities. Network: Broadband Internet connection Storage: 3 GB available space,0,Award
286690,"Minimum: OS *: Windows Vista, 7 or 8 (64-bit only) Processor: Dual Core CPU (2.2+ GHz Dual Core CPU or better) Memory: 2 GB RAM Graphics: DirectX 10, Shader Model 4 compliant graphics cards (GeForce 8800 GT 512 MB, GeForce GTS 250, etc) DirectX: Version 10 Storage: 10 GB available space Additional Notes: 64-bit only",Minimum: OS: OS X 10.9.5 Mavericks or newer Processor: 3.2 GHz Intel Core i5 Memory: 8 GB RAM Graphics: Radeon HD7950 3GB / NVIDIA GeForce GTX 750m 1GB Storage: 10 GB available space Additional Notes: Notice for OS X Yosemite 10.10.5 users with an Nvidia graphics card at or above the minimum specification listed: Currently separate drivers are available to fix performance issues specifically affecting Nvidia users who are using OS X Yosemite. These drivers are currently only compatible with OS X Yosemite 10.10.5 and can be found here .,"Minimum: OS: 64-bit Ubuntu 12.04 or 14.04 or Steam OS Processor: Intel Core i5 2.7 GHz (or equivalent AMD) Memory: 4 GB RAM Graphics: NVIDIA Geforce 460 / AMD 5850 with 2GB VRAM Storage: 10 GB available space Additional Notes: Due to OpenGL 4, Intel video cards no longer supported",0,
287070,Minimum: OS *: Windows Vista/7/8/10 Processor: Intel P4/AMD Athlon XP or better Memory: 512 MB RAM Graphics: 128 MB DirectX 9 Compatible Graphics Card DirectX: Version 9.0 Storage: 500 MB available space Sound Card: DirectX Compatible Sound Card Additional Notes: 1GB RAM for Vista or above,,,0,
287020,Minimum: OS *: Windows XP / Vista / 7 Processor: 1.0 GHz Processor Memory: 512 MB RAM Graphics: 100% DirectX compatible graphics Storage: 2 GB available space Sound Card: 100% DirectX compatible card or onboard sound,,Minimum: OS: Ubuntu 14.04 LTS Processor: 1.0 GHz Processor Memory: 512 MB RAM Graphics: 100% OpenGL accelerated card or onboard graphics Storage: 2 GB available space Sound Card: Any ALSA supported card on onboard audio,0,
287120,Minimum: OS *: Windows XP Processor: Dual Core 1.6 ghz or better Memory: 2 GB RAM Graphics: Graphics card supporting DirectX 9.0c and Shader Model 3.0 DirectX: Version 9.0c Storage: 2 GB available space Sound Card: Any,,,0,
287100,Minimum: OS *: Windows 7 Processor: Intel CORE i3 2.6 GHz Memory: 2 GB RAM Graphics: ATI Radeon 5570 1GB/Nvidia GT 450 DirectX: Version 9.0c Storage: 2 GB available space,,,0,
287200,"Minimum: OS *: Windows 10/8/7 Processor: 3 GHz Intel Pentium® D, AMD Athlon™64 3000+ Memory: 1 GB RAM Graphics: NVIDIA GeForce 8600 GT, ATI Radeon X1800 or better (min. 256 MB Video- RAM, DirectX®9c, Shadermodel 2.0) DirectX: Version 9.0c Storage: 2 GB available space",,,0,
287220,Minimum: OS *: Windows XP Processor: 1.5 GHZ Memory: 1 GB RAM Graphics: Direct X9.0c Compatible Storage: 800 MB available space,"Minimum: OS: OSX 10.6.8 (Snow Leopard or later) Memory: 2 GB RAM Graphics: OpenGL 2.0 compatible graphics card, 256 MB video RAM Storage: 800 MB available space",,0,
